InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C003960,SC8291,Product 10,94,2023-06-14 23:00:00,22.95,91620,Canada
I003961,SC2896,Product 54,38,2023-06-15 00:00:00,14.63,13824,Canada
C003962,SC6751,Product 54,36,2023-06-15 01:00:00,20.02,37444,Germany
C003963,SC2495,Product 15,88,2023-06-15 02:00:00,1.58,29777,UK
I003964,SC6029,Product 28,17,2023-06-15 03:00:00,17.76,52876,USA
I003965,SC2011,Product 84,93,2023-06-15 04:00:00,53.9,64700,Germany
I003966,SC2894,Product 9,66,2023-06-15 05:00:00,53.64,52286,USA
I003967,SC6154,Product 12,72,2023-06-15 06:00:00,44.94,35934,UK
C003968,SC7791,Product 92,16,2023-06-15 07:00:00,64.56,57349,USA
C003969,SC7122,Product 16,82,2023-06-15 08:00:00,95.39,16537,USA
C003970,SC9585,Product 2,37,2023-06-15 09:00:00,81.21,44502,Canada
C003971,SC6900,Product 3,67,2023-06-15 10:00:00,25.12,91032,UK
I003972,SC9111,Product 95,7,2023-06-15 11:00:00,7.32,18267,USA
I003973,SC8351,Product 61,30,2023-06-15 12:00:00,96.72,16925,UK
I003974,SC8064,Product 54,6,2023-06-15 13:00:00,31.71,16447,Canada
I003975,SC8906,Product 36,29,2023-06-15 14:00:00,32.94,90319,Canada
I003976,SC2889,Product 24,86,2023-06-15 15:00:00,50.72,45315,Germany
C003977,SC6364,Product 27,20,2023-06-15 16:00:00,11.01,93522,UK
C003978,SC2305,Product 24,83,2023-06-15 17:00:00,44.97,85228,USA
C003979,SC7959,Product 77,24,2023-06-15 18:00:00,30.68,39852,Canada
C003980,SC4172,Product 42,40,2023-06-15 19:00:00,58.26,73809,Canada
I003981,SC3179,Product 43,99,2023-06-15 20:00:00,42.21,83501,USA
I003982,SC1369,Product 1,29,2023-06-15 21:00:00,50.51,48513,Canada
C003983,SC3279,Product 1,57,2023-06-15 22:00:00,63.7,37016,Germany
C003984,SC2133,Product 50,60,2023-06-15 23:00:00,69.58,11297,Germany
I003985,SC8873,Product 58,61,2023-06-16 00:00:00,87.21,92200,Spain
C003986,SC3767,Product 59,65,2023-06-16 01:00:00,14.3,91759,France
I003987,SC7429,Product 42,70,2023-06-16 02:00:00,67.31,46463,UK
C003988,SC3347,Product 26,30,2023-06-16 03:00:00,69.21,37555,Germany
I003989,SC6209,Product 30,81,2023-06-16 04:00:00,94.81,34414,Germany
C003990,SC7382,Product 26,56,2023-06-16 05:00:00,57.52,10001,Spain
I003991,SC6668,Product 33,91,2023-06-16 06:00:00,26.2,54335,France
I003992,SC7879,Product 42,79,2023-06-16 07:00:00,46.32,25067,Germany
I003993,SC9883,Product 90,13,2023-06-16 08:00:00,34.0,72712,Canada
I003994,SC8582,Product 94,62,2023-06-16 09:00:00,7.59,19126,UK
C003995,SC2363,Product 82,11,2023-06-16 10:00:00,46.6,76868,Spain
C003996,SC4606,Product 73,48,2023-06-16 11:00:00,47.34,20102,Canada
I003997,SC4751,Product 76,64,2023-06-16 12:00:00,38.59,85295,Spain
I003998,SC1168,Product 40,75,2023-06-16 13:00:00,38.88,60647,Germany
C003999,SC6248,Product 74,61,2023-06-16 14:00:00,35.33,34914,Germany
C004000,SC3313,Product 60,35,2023-06-16 15:00:00,85.88,24512,USA
I004001,SC8386,Product 3,33,2023-06-16 16:00:00,96.81,82167,Canada
C004002,SC7448,Product 60,93,2023-06-16 17:00:00,14.72,64160,UK
I004003,SC5560,Product 18,93,2023-06-16 18:00:00,58.48,30211,USA
I004004,SC7924,Product 85,12,2023-06-16 19:00:00,24.46,15069,USA
C004005,SC4274,Product 24,21,2023-06-16 20:00:00,69.34,73492,Canada
C004006,SC5994,Product 11,30,2023-06-16 21:00:00,81.03,85731,Canada
C004007,SC5704,Product 10,10,2023-06-16 22:00:00,36.56,35816,UK
I004008,SC7280,Product 58,38,2023-06-16 23:00:00,17.86,48197,Spain
C004009,SC3747,Product 74,35,2023-06-17 00:00:00,44.7,85456,USA
C004010,SC7643,Product 72,58,2023-06-17 01:00:00,81.69,47491,Germany
C004011,SC9074,Product 20,49,2023-06-17 02:00:00,77.59,77667,Canada
I004012,SC2730,Product 81,49,2023-06-17 03:00:00,72.29,23758,Canada
C004013,SC7405,Product 47,49,2023-06-17 04:00:00,77.97,77679,France
C004014,SC9964,Product 37,28,2023-06-17 05:00:00,53.87,67469,UK
C004015,SC6953,Product 81,2,2023-06-17 06:00:00,64.89,56255,Canada
C004016,SC5489,Product 93,56,2023-06-17 07:00:00,45.38,71935,France
C004017,SC5037,Product 86,77,2023-06-17 08:00:00,91.6,88971,France
I004018,SC7529,Product 74,80,2023-06-17 09:00:00,8.78,77416,USA
C004019,SC9416,Product 3,58,2023-06-17 10:00:00,86.02,37272,Spain
I004020,SC6526,Product 77,72,2023-06-17 11:00:00,5.15,41636,France
C004021,SC7801,Product 94,9,2023-06-17 12:00:00,25.61,42878,Canada
C004022,SC2409,Product 40,1,2023-06-17 13:00:00,59.37,87675,Spain
I004023,SC8050,Product 98,12,2023-06-17 14:00:00,60.35,95112,Canada
C004024,SC7750,Product 19,93,2023-06-17 15:00:00,49.57,67589,Germany
C004025,SC6290,Product 8,61,2023-06-17 16:00:00,45.96,87620,Spain
C004026,SC6414,Product 41,83,2023-06-17 17:00:00,22.52,54248,France
C004027,SC1980,Product 3,65,2023-06-17 18:00:00,82.27,85858,UK
C004028,SC5291,Product 11,10,2023-06-17 19:00:00,5.85,97644,France
I004029,SC9821,Product 38,83,2023-06-17 20:00:00,8.91,90295,France
I004030,SC4032,Product 26,66,2023-06-17 21:00:00,90.01,99693,Spain
C004031,SC3815,Product 82,19,2023-06-17 22:00:00,91.77,45737,Canada
I004032,SC4994,Product 92,16,2023-06-17 23:00:00,80.13,18367,Canada
C004033,SC4257,Product 21,51,2023-06-18 00:00:00,44.45,89402,UK
I004034,SC5044,Product 50,6,2023-06-18 01:00:00,58.86,67028,Spain
I004035,SC8395,Product 17,39,2023-06-18 02:00:00,49.92,17026,USA
I004036,SC7580,Product 19,27,2023-06-18 03:00:00,1.74,32560,Germany
I004037,SC4350,Product 99,76,2023-06-18 04:00:00,24.58,14074,Spain
C004038,SC1188,Product 4,23,2023-06-18 05:00:00,63.14,89195,Canada
C004039,SC6525,Product 46,68,2023-06-18 06:00:00,25.3,55719,UK
I004040,SC6990,Product 77,43,2023-06-18 07:00:00,39.66,24428,Germany
C004041,SC1471,Product 81,25,2023-06-18 08:00:00,86.47,13973,Germany
I004042,SC7938,Product 38,27,2023-06-18 09:00:00,83.61,48895,Spain
C004043,SC2555,Product 90,49,2023-06-18 10:00:00,33.27,58467,France
I004044,SC5132,Product 2,34,2023-06-18 11:00:00,25.64,19457,USA
I004045,SC9403,Product 25,47,2023-06-18 12:00:00,16.01,80376,Spain
I004046,SC1198,Product 15,56,2023-06-18 13:00:00,5.27,67705,USA
C004047,SC1845,Product 28,20,2023-06-18 14:00:00,87.84,24506,France
I004048,SC9937,Product 14,92,2023-06-18 15:00:00,95.1,21187,Spain
C004049,SC9013,Product 76,23,2023-06-18 16:00:00,44.81,63368,France
C004050,SC9316,Product 12,84,2023-06-18 17:00:00,55.19,28432,Germany
I004051,SC3768,Product 71,70,2023-06-18 18:00:00,18.74,26891,Germany
C004052,SC3919,Product 30,44,2023-06-18 19:00:00,40.71,62689,France
I004053,SC7807,Product 86,10,2023-06-18 20:00:00,61.1,86492,UK
C004054,SC3572,Product 21,28,2023-06-18 21:00:00,71.71,68107,Germany
C004055,SC2437,Product 58,33,2023-06-18 22:00:00,39.49,91196,Germany
C004056,SC1545,Product 10,69,2023-06-18 23:00:00,63.87,33303,UK
C004057,SC3037,Product 15,8,2023-06-19 00:00:00,22.47,61633,Germany
I004058,SC3488,Product 37,97,2023-06-19 01:00:00,72.44,34396,Spain
C004059,SC8607,Product 70,80,2023-06-19 02:00:00,35.12,98009,USA
C004060,SC3113,Product 27,75,2023-06-19 03:00:00,80.58,53214,Germany
I004061,SC5836,Product 46,42,2023-06-19 04:00:00,65.46,28659,Canada
C004062,SC2663,Product 39,74,2023-06-19 05:00:00,23.83,32759,Canada
C004063,SC3012,Product 35,81,2023-06-19 06:00:00,19.17,31326,USA
C004064,SC9094,Product 49,28,2023-06-19 07:00:00,51.31,96012,UK
C004065,SC6961,Product 26,4,2023-06-19 08:00:00,90.27,91989,Germany
I004066,SC2749,Product 89,92,2023-06-19 09:00:00,50.53,39388,Spain
C004067,SC8363,Product 74,44,2023-06-19 10:00:00,97.0,79690,USA
I004068,SC5477,Product 7,16,2023-06-19 11:00:00,10.68,33469,France
C004069,SC2687,Product 49,81,2023-06-19 12:00:00,59.38,13557,Germany
I004070,SC6495,Product 18,65,2023-06-19 13:00:00,58.82,45373,Canada
I004071,SC2570,Product 10,8,2023-06-19 14:00:00,24.45,15417,USA
C004072,SC7628,Product 21,23,2023-06-19 15:00:00,72.52,50408,Spain
C004073,SC8217,Product 26,73,2023-06-19 16:00:00,59.71,75107,Germany
C004074,SC7568,Product 18,6,2023-06-19 17:00:00,99.78,26475,France
C004075,SC4375,Product 35,99,2023-06-19 18:00:00,62.83,55095,UK
C004076,SC2557,Product 5,56,2023-06-19 19:00:00,47.71,97314,Spain
C004077,SC5482,Product 30,60,2023-06-19 20:00:00,93.02,75429,Canada
C004078,SC8835,Product 39,48,2023-06-19 21:00:00,78.26,78080,Spain
C004079,SC9852,Product 18,12,2023-06-19 22:00:00,14.97,34350,France
C004080,SC1453,Product 21,3,2023-06-19 23:00:00,26.2,32111,USA
C004081,SC3440,Product 99,8,2023-06-20 00:00:00,81.56,95259,Spain
C004082,SC9274,Product 61,9,2023-06-20 01:00:00,19.57,76423,Spain
I004083,SC5407,Product 86,23,2023-06-20 02:00:00,36.78,63853,Spain
I004084,SC4091,Product 15,54,2023-06-20 03:00:00,13.03,33608,France
I004085,SC1390,Product 46,49,2023-06-20 04:00:00,89.88,80499,Spain
C004086,SC4131,Product 52,26,2023-06-20 05:00:00,75.27,94450,France
I004087,SC8903,Product 93,78,2023-06-20 06:00:00,15.06,99540,Spain
C004088,SC1945,Product 12,52,2023-06-20 07:00:00,57.93,40225,Canada
I004089,SC4018,Product 89,65,2023-06-20 08:00:00,38.95,48557,UK
C004090,SC6136,Product 57,58,2023-06-20 09:00:00,66.65,56040,France
C004091,SC3191,Product 48,73,2023-06-20 10:00:00,36.47,17458,Canada
C004092,SC2740,Product 9,55,2023-06-20 11:00:00,70.19,52116,Canada
I004093,SC2579,Product 16,10,2023-06-20 12:00:00,12.06,72937,USA
I004094,SC5070,Product 58,49,2023-06-20 13:00:00,31.39,92224,Germany
I004095,SC3094,Product 14,68,2023-06-20 14:00:00,32.65,41946,Canada
C004096,SC6674,Product 48,43,2023-06-20 15:00:00,10.98,69045,Germany
C004097,SC8034,Product 54,16,2023-06-20 16:00:00,21.15,62373,France
I004098,SC3256,Product 67,3,2023-06-20 17:00:00,51.1,47642,Germany
C004099,SC3964,Product 37,52,2023-06-20 18:00:00,4.93,76745,Canada
I004100,SC5421,Product 93,86,2023-06-20 19:00:00,65.76,37045,France
C004101,SC2864,Product 93,94,2023-06-20 20:00:00,36.05,50155,France
I004102,SC6847,Product 91,82,2023-06-20 21:00:00,59.49,30492,UK
C004103,SC5904,Product 71,14,2023-06-20 22:00:00,93.91,26812,Germany
I004104,SC8669,Product 50,94,2023-06-20 23:00:00,77.03,53686,USA
I004105,SC5072,Product 90,87,2023-06-21 00:00:00,92.56,40408,France
C004106,SC1205,Product 37,92,2023-06-21 01:00:00,54.22,31275,Spain
I004107,SC5301,Product 34,4,2023-06-21 02:00:00,93.39,90426,UK
I004108,SC7992,Product 99,2,2023-06-21 03:00:00,86.54,30600,Canada
C004109,SC5922,Product 19,30,2023-06-21 04:00:00,70.73,79166,USA
C004110,SC1156,Product 24,42,2023-06-21 05:00:00,12.1,54383,Canada
C004111,SC2735,Product 42,36,2023-06-21 06:00:00,44.23,63418,Canada
I004112,SC1091,Product 25,48,2023-06-21 07:00:00,24.08,58647,USA
C004113,SC4936,Product 59,96,2023-06-21 08:00:00,55.63,25560,Spain
C004114,SC4429,Product 21,92,2023-06-21 09:00:00,84.63,53879,Germany
I004115,SC4791,Product 20,62,2023-06-21 10:00:00,42.23,44197,Germany
C004116,SC2966,Product 67,97,2023-06-21 11:00:00,99.65,48236,USA
I004117,SC9096,Product 37,94,2023-06-21 12:00:00,18.04,86076,France
C004118,SC1551,Product 34,46,2023-06-21 13:00:00,34.84,53799,Spain
I004119,SC8594,Product 23,58,2023-06-21 14:00:00,60.43,80893,France
C004120,SC1457,Product 21,12,2023-06-21 15:00:00,1.48,32357,France
C004121,SC3726,Product 28,11,2023-06-21 16:00:00,46.08,67524,Germany
I004122,SC8198,Product 71,16,2023-06-21 17:00:00,86.09,21051,UK
I004123,SC7753,Product 91,45,2023-06-21 18:00:00,26.78,18157,Canada
C004124,SC7512,Product 54,55,2023-06-21 19:00:00,82.57,87113,France
C004125,SC4510,Product 22,37,2023-06-21 20:00:00,4.1,37979,Germany
C004126,SC3134,Product 32,58,2023-06-21 21:00:00,83.43,41217,UK
I004127,SC3459,Product 15,5,2023-06-21 22:00:00,53.21,70330,Canada
C004128,SC5704,Product 31,93,2023-06-21 23:00:00,73.57,39635,Canada
C004129,SC6693,Product 84,53,2023-06-22 00:00:00,17.28,43435,France
I004130,SC8167,Product 98,59,2023-06-22 01:00:00,83.19,55087,Spain
C004131,SC9955,Product 64,52,2023-06-22 02:00:00,31.85,74490,Spain
C004132,SC3293,Product 48,60,2023-06-22 03:00:00,63.75,11339,USA
C004133,SC8458,Product 71,63,2023-06-22 04:00:00,82.53,28998,Canada
I004134,SC1970,Product 21,89,2023-06-22 05:00:00,17.05,59986,USA
I004135,SC8743,Product 60,50,2023-06-22 06:00:00,28.12,62015,Spain
I004136,SC7776,Product 46,7,2023-06-22 07:00:00,47.16,31650,Spain
C004137,SC2115,Product 30,80,2023-06-22 08:00:00,74.02,66648,Germany
C004138,SC1743,Product 87,47,2023-06-22 09:00:00,65.42,41493,USA
C004139,SC5539,Product 46,42,2023-06-22 10:00:00,15.65,10376,France
C004140,SC6631,Product 2,89,2023-06-22 11:00:00,19.74,61664,France
I004141,SC6653,Product 20,74,2023-06-22 12:00:00,20.68,13074,USA
I004142,SC7887,Product 1,14,2023-06-22 13:00:00,28.76,26242,USA
I004143,SC7790,Product 6,79,2023-06-22 14:00:00,5.62,64869,France
C004144,SC9916,Product 6,22,2023-06-22 15:00:00,9.22,60902,USA
C004145,SC3534,Product 97,36,2023-06-22 16:00:00,66.57,93979,Germany
I004146,SC6488,Product 6,35,2023-06-22 17:00:00,17.99,36524,Germany
C004147,SC5227,Product 68,4,2023-06-22 18:00:00,73.51,45296,Germany
C004148,SC2758,Product 86,48,2023-06-22 19:00:00,78.18,14209,UK
C004149,SC7526,Product 33,55,2023-06-22 20:00:00,31.83,74837,Germany
I004150,SC8631,Product 73,59,2023-06-22 21:00:00,14.71,14516,Spain
I004151,SC3193,Product 29,22,2023-06-22 22:00:00,68.53,20645,Germany
I004152,SC6859,Product 63,97,2023-06-22 23:00:00,71.05,30324,Canada
I004153,SC1277,Product 91,10,2023-06-23 00:00:00,71.63,30810,France
I004154,SC9912,Product 70,65,2023-06-23 01:00:00,27.96,66217,UK
I004155,SC5291,Product 27,82,2023-06-23 02:00:00,1.16,14822,UK
I004156,SC8516,Product 68,8,2023-06-23 03:00:00,90.23,69194,USA
C004157,SC5478,Product 76,33,2023-06-23 04:00:00,25.71,45347,Germany
C004158,SC1660,Product 47,1,2023-06-23 05:00:00,9.23,82035,UK
I004159,SC6794,Product 29,7,2023-06-23 06:00:00,20.6,92279,France
C004160,SC1427,Product 9,49,2023-06-23 07:00:00,53.54,68917,France
C004161,SC1219,Product 4,67,2023-06-23 08:00:00,21.44,32452,France
I004162,SC5173,Product 87,69,2023-06-23 09:00:00,27.5,25687,Canada
C004163,SC9143,Product 52,79,2023-06-23 10:00:00,84.36,59081,Spain
I004164,SC6497,Product 59,42,2023-06-23 11:00:00,78.86,65226,USA
I004165,SC4045,Product 60,55,2023-06-23 12:00:00,89.56,26682,UK
C004166,SC3041,Product 31,59,2023-06-23 13:00:00,29.12,20502,Germany
I004167,SC3313,Product 82,37,2023-06-23 14:00:00,90.89,62532,Spain
I004168,SC4448,Product 63,52,2023-06-23 15:00:00,17.75,93846,UK
I004169,SC6433,Product 35,49,2023-06-23 16:00:00,58.84,67665,Germany
C004170,SC7809,Product 52,92,2023-06-23 17:00:00,68.91,34192,Germany
C004171,SC9591,Product 99,8,2023-06-23 18:00:00,66.87,66803,UK
I004172,SC3633,Product 38,79,2023-06-23 19:00:00,20.1,86248,Germany
I004173,SC7241,Product 72,68,2023-06-23 20:00:00,8.25,52767,Spain
C004174,SC1629,Product 10,55,2023-06-23 21:00:00,84.8,33204,Canada
C004175,SC3153,Product 78,27,2023-06-23 22:00:00,81.13,88248,UK
C004176,SC3082,Product 5,3,2023-06-23 23:00:00,56.48,19054,USA
I004177,SC1336,Product 83,52,2023-06-24 00:00:00,27.43,38893,UK
C004178,SC8230,Product 9,69,2023-06-24 01:00:00,45.36,71781,Germany
C004179,SC3659,Product 69,75,2023-06-24 02:00:00,63.58,25900,USA
C004180,SC1172,Product 37,60,2023-06-24 03:00:00,70.29,23501,UK
I004181,SC7827,Product 54,80,2023-06-24 04:00:00,94.58,76171,Spain
C004182,SC3111,Product 5,33,2023-06-24 05:00:00,25.45,29649,Spain
C004183,SC7157,Product 42,20,2023-06-24 06:00:00,41.96,39040,Canada
C004184,SC3165,Product 72,16,2023-06-24 07:00:00,44.03,44309,USA
C004185,SC1633,Product 93,32,2023-06-24 08:00:00,59.05,94646,Germany
I004186,SC2582,Product 29,98,2023-06-24 09:00:00,53.81,15467,France
I004187,SC5930,Product 54,89,2023-06-24 10:00:00,3.68,60165,UK
I004188,SC4540,Product 82,86,2023-06-24 11:00:00,4.02,61021,USA
C004189,SC1560,Product 7,5,2023-06-24 12:00:00,75.51,84771,UK
C004190,SC2555,Product 72,20,2023-06-24 13:00:00,39.22,43561,UK
I004191,SC1290,Product 51,5,2023-06-24 14:00:00,29.23,40647,France
I004192,SC3493,Product 100,71,2023-06-24 15:00:00,36.35,51561,Canada
C004193,SC9243,Product 25,14,2023-06-24 16:00:00,30.19,27573,UK
C004194,SC8446,Product 54,50,2023-06-24 17:00:00,76.84,85526,UK
C004195,SC3199,Product 53,3,2023-06-24 18:00:00,50.94,95912,Germany
I004196,SC9983,Product 84,44,2023-06-24 19:00:00,79.8,74647,France
I004197,SC5565,Product 12,89,2023-06-24 20:00:00,23.7,20018,Canada
I004198,SC7635,Product 37,38,2023-06-24 21:00:00,6.3,41317,Spain
I004199,SC4980,Product 35,34,2023-06-24 22:00:00,62.4,66642,Canada
C004200,SC9488,Product 72,60,2023-06-24 23:00:00,16.52,91187,Germany
C004201,SC8689,Product 23,32,2023-06-25 00:00:00,91.18,24821,UK
I004202,SC5774,Product 22,1,2023-06-25 01:00:00,93.45,43544,Germany
I004203,SC1205,Product 98,20,2023-06-25 02:00:00,21.72,94245,UK
I004204,SC4015,Product 70,93,2023-06-25 03:00:00,45.32,90208,Spain
C004205,SC9434,Product 36,85,2023-06-25 04:00:00,61.56,36085,Canada
I004206,SC1362,Product 33,6,2023-06-25 05:00:00,34.78,23994,Germany
I004207,SC8883,Product 94,74,2023-06-25 06:00:00,22.19,42353,Canada
C004208,SC3824,Product 17,9,2023-06-25 07:00:00,32.9,12714,USA
I004209,SC2901,Product 99,2,2023-06-25 08:00:00,33.38,65877,France
C004210,SC6027,Product 41,62,2023-06-25 09:00:00,87.48,59112,Germany
C004211,SC4264,Product 58,35,2023-06-25 10:00:00,76.31,80635,France
C004212,SC5146,Product 89,61,2023-06-25 11:00:00,77.04,48239,Germany
I004213,SC4486,Product 9,26,2023-06-25 12:00:00,8.4,89388,Spain
I004214,SC7651,Product 98,22,2023-06-25 13:00:00,96.6,85220,Spain
C004215,SC5700,Product 8,10,2023-06-25 14:00:00,13.79,92087,USA
I004216,SC6032,Product 29,54,2023-06-25 15:00:00,76.38,26632,Canada
C004217,SC4628,Product 53,1,2023-06-25 16:00:00,91.59,96016,USA
I004218,SC6166,Product 63,96,2023-06-25 17:00:00,9.85,78870,Spain
C004219,SC5024,Product 67,54,2023-06-25 18:00:00,70.14,38206,USA
C004220,SC3132,Product 40,1,2023-06-25 19:00:00,71.61,59837,Germany
I004221,SC2002,Product 84,74,2023-06-25 20:00:00,37.61,76373,UK
C004222,SC3466,Product 60,61,2023-06-25 21:00:00,8.62,72018,UK
I004223,SC2586,Product 3,14,2023-06-25 22:00:00,2.31,77732,France
C004224,SC5599,Product 49,38,2023-06-25 23:00:00,33.08,57274,UK
I004225,SC2646,Product 18,57,2023-06-26 00:00:00,32.3,44055,Canada
C004226,SC8705,Product 32,36,2023-06-26 01:00:00,91.14,59388,France
C004227,SC3354,Product 34,97,2023-06-26 02:00:00,73.01,56529,UK
C004228,SC9614,Product 49,98,2023-06-26 03:00:00,7.92,25128,USA
I004229,SC9558,Product 90,40,2023-06-26 04:00:00,70.66,31384,France
C004230,SC8912,Product 23,99,2023-06-26 05:00:00,55.62,58497,USA
C004231,SC4009,Product 19,51,2023-06-26 06:00:00,15.41,82646,Spain
I004232,SC4228,Product 91,48,2023-06-26 07:00:00,94.69,30245,France
C004233,SC2265,Product 95,17,2023-06-26 08:00:00,19.27,47066,USA
I004234,SC1429,Product 33,93,2023-06-26 09:00:00,64.49,39985,Canada
I004235,SC9350,Product 100,44,2023-06-26 10:00:00,77.08,57314,Spain
C004236,SC3136,Product 79,95,2023-06-26 11:00:00,68.32,71982,USA
C004237,SC7039,Product 23,49,2023-06-26 12:00:00,89.76,74798,Spain
I004238,SC7721,Product 56,94,2023-06-26 13:00:00,75.35,82820,Canada
C004239,SC9963,Product 53,61,2023-06-26 14:00:00,73.04,53333,France
I004240,SC3749,Product 60,81,2023-06-26 15:00:00,85.13,69321,France
I004241,SC5912,Product 74,57,2023-06-26 16:00:00,47.34,69735,Germany
I004242,SC1848,Product 39,37,2023-06-26 17:00:00,64.92,42594,USA
C004243,SC9312,Product 47,12,2023-06-26 18:00:00,3.18,31305,Germany
I004244,SC9217,Product 92,43,2023-06-26 19:00:00,15.5,40958,Canada
C004245,SC6012,Product 96,64,2023-06-26 20:00:00,65.58,65495,Canada
C004246,SC6334,Product 28,33,2023-06-26 21:00:00,13.92,31046,France
C004247,SC3599,Product 3,20,2023-06-26 22:00:00,80.42,89837,Germany
C004248,SC8262,Product 90,31,2023-06-26 23:00:00,98.51,95280,USA
I004249,SC3958,Product 95,71,2023-06-27 00:00:00,27.93,40116,USA
I004250,SC3701,Product 34,43,2023-06-27 01:00:00,13.76,49775,Canada
I004251,SC2672,Product 73,82,2023-06-27 02:00:00,85.71,16642,Spain
I004252,SC8631,Product 71,6,2023-06-27 03:00:00,56.26,45404,Spain
C004253,SC1392,Product 6,42,2023-06-27 04:00:00,62.7,69417,Spain
C004254,SC9117,Product 37,29,2023-06-27 05:00:00,76.96,80429,Germany
C004255,SC5791,Product 61,43,2023-06-27 06:00:00,8.32,38751,USA
C004256,SC2940,Product 15,9,2023-06-27 07:00:00,5.95,75608,Germany
I004257,SC8301,Product 62,63,2023-06-27 08:00:00,91.5,40807,USA
C004258,SC8266,Product 2,5,2023-06-27 09:00:00,12.93,83869,Canada
C004259,SC2338,Product 2,35,2023-06-27 10:00:00,36.77,35134,Germany
C004260,SC1620,Product 33,30,2023-06-27 11:00:00,32.08,17445,Canada
I004261,SC6379,Product 4,31,2023-06-27 12:00:00,84.45,67866,UK
C004262,SC9514,Product 60,13,2023-06-27 13:00:00,70.88,51453,USA
C004263,SC7967,Product 99,77,2023-06-27 14:00:00,61.49,85545,Canada
C004264,SC6003,Product 20,34,2023-06-27 15:00:00,31.59,38384,Germany
C004265,SC4602,Product 12,88,2023-06-27 16:00:00,76.74,30830,UK
C004266,SC6418,Product 71,44,2023-06-27 17:00:00,91.3,60177,France
I004267,SC5210,Product 13,68,2023-06-27 18:00:00,70.13,48169,Canada
C004268,SC4924,Product 57,29,2023-06-27 19:00:00,98.12,14993,UK
C004269,SC2480,Product 35,54,2023-06-27 20:00:00,57.68,47534,USA
I004270,SC5992,Product 71,7,2023-06-27 21:00:00,91.63,28939,USA
I004271,SC3739,Product 86,10,2023-06-27 22:00:00,6.98,34356,USA
C004272,SC8024,Product 16,1,2023-06-27 23:00:00,32.91,59725,Germany
I004273,SC9464,Product 98,91,2023-06-28 00:00:00,92.67,39226,Canada
I004274,SC5596,Product 12,39,2023-06-28 01:00:00,96.47,26553,Canada
I004275,SC9449,Product 72,32,2023-06-28 02:00:00,8.35,94795,Canada
C004276,SC7345,Product 41,88,2023-06-28 03:00:00,14.99,25837,Germany
C004277,SC3359,Product 73,21,2023-06-28 04:00:00,45.21,10677,Spain
C004278,SC3192,Product 87,35,2023-06-28 05:00:00,81.21,26079,Canada
I004279,SC6014,Product 35,84,2023-06-28 06:00:00,19.29,91715,Spain
C004280,SC5719,Product 63,44,2023-06-28 07:00:00,10.03,86489,Germany
C004281,SC4410,Product 13,61,2023-06-28 08:00:00,37.95,19302,Canada
C004282,SC3355,Product 7,54,2023-06-28 09:00:00,13.28,78361,Spain
I004283,SC3989,Product 5,45,2023-06-28 10:00:00,99.25,34068,USA
I004284,SC2579,Product 98,2,2023-06-28 11:00:00,36.69,84208,Germany
C004285,SC2536,Product 71,49,2023-06-28 12:00:00,77.22,92554,France
C004286,SC5800,Product 13,36,2023-06-28 13:00:00,74.85,44938,UK
I004287,SC1114,Product 61,25,2023-06-28 14:00:00,25.01,78933,Canada
C004288,SC8166,Product 66,91,2023-06-28 15:00:00,26.12,17962,Germany
C004289,SC4107,Product 67,22,2023-06-28 16:00:00,86.54,85074,France
C004290,SC4531,Product 19,89,2023-06-28 17:00:00,90.97,10902,Canada
C004291,SC7164,Product 88,73,2023-06-28 18:00:00,12.93,14805,Spain
I004292,SC3987,Product 17,40,2023-06-28 19:00:00,10.07,77450,Canada
I004293,SC6333,Product 81,26,2023-06-28 20:00:00,85.23,87496,Canada
C004294,SC9247,Product 19,81,2023-06-28 21:00:00,42.53,62906,Spain
C004295,SC7009,Product 98,25,2023-06-28 22:00:00,68.42,20547,France
I004296,SC5201,Product 80,1,2023-06-28 23:00:00,13.48,68711,USA
C004297,SC1640,Product 92,92,2023-06-29 00:00:00,58.19,81216,Spain
I004298,SC3947,Product 78,55,2023-06-29 01:00:00,85.3,66996,France
I004299,SC1173,Product 24,89,2023-06-29 02:00:00,25.78,32266,France
C004300,SC2870,Product 35,97,2023-06-29 03:00:00,13.21,12993,Spain
I004301,SC4497,Product 84,12,2023-06-29 04:00:00,27.87,59529,UK
I004302,SC6829,Product 33,48,2023-06-29 05:00:00,92.85,69242,UK
C004303,SC8301,Product 27,47,2023-06-29 06:00:00,58.46,10650,Germany
C004304,SC1519,Product 69,85,2023-06-29 07:00:00,53.17,33239,Germany
I004305,SC1729,Product 12,81,2023-06-29 08:00:00,61.06,27942,USA
C004306,SC4960,Product 51,90,2023-06-29 09:00:00,21.99,41782,France
C004307,SC1969,Product 63,54,2023-06-29 10:00:00,50.86,82110,Spain
I004308,SC5031,Product 43,17,2023-06-29 11:00:00,97.81,48597,France
C004309,SC2498,Product 52,26,2023-06-29 12:00:00,52.83,33024,Spain
C004310,SC1868,Product 84,31,2023-06-29 13:00:00,80.63,23069,UK
C004311,SC5861,Product 17,86,2023-06-29 14:00:00,11.08,81547,France
I004312,SC6499,Product 23,82,2023-06-29 15:00:00,85.91,86317,Canada
C004313,SC6206,Product 99,77,2023-06-29 16:00:00,90.0,20692,Spain
